componentidentifier;count;componentidentifier
L20414;3
OL621R;3
L20413;3
L20412;3
OL612R;3
L20411;3
L20410;3
39;3
OL611R;3
541800;3
L20409;3
BF092R;3
L20408;3
4920-2-020;3
4920-1-020;3
4920-1-010;3
532.101;3
703695;3
60-14326;3
214600;3
33122;3
AR-1927PB;3
5953;3
5952;3
BM012R;3
00-7808-035-01;3
00-7808-035-02;3
595;3
702427;3
38300;3
702428;3
BN943R;3
38151;3
38121;3
KA172/18;3
8208000000;3
1-1010;3
1930;3
J52078;3
214619;3
333.070.001;3
214620;3
AR-3026;3
214623;3
33310ME;3
214624;3
20-642-18;3
J52220;3
BM035R;3
214642;3
309.670;3
090976;3
B-15-8;3
7207492;3
1154-40;3
33126;3
8399.95;3
20-804-00;3
11-0026;3
8802-01;3
33151;3
8801-01;3
300-027-103;3
2195-01;3
BT021R;3
11-0120;3
2195-22;3
BT008R;3
BT006R;3
5400-99;3
1154-11;3
1154-10;3
1154-09;3
1154-08;3
483;3
EH40;3
540002;3
1154-05;3
1154-02;3
540001;3
1154-01;3
5959;3
5958;3
38600;3
AR-1408;3
1806-0232;3
1320-0215;3
31-478350;3
280/L/M;3
280000;3
395.902;3
314.116;3
BC259W;3
010002656;3
AA 401-11;3
31-473590;3
BC263;3
010002655;3
BC265R;3
BC265W;3
FL650R;3
1320-3042;3
FL651R;3
01.06510.000;3
314.260;3
1320-1118;3
FRS-15 RM-8;3
AA 210/16;3
01.06510.001;3
FL652R;3
1320-0315;3
AA 201-14;3
75.22.07;3
1320-0233;3
010002664;3
75.18.02;3
64-4160/33;3
1806-1096;3
010002715;3
G30230;3
1806-0480;3
010002714;3
1806-0480/1;3
27040 SL;3
1806-0480/2;3
314.050;3
314.06;3
311.340;3
314.060;3
1806-1006;3
1806-1097;3
010002665;3
227402000;3
AA846R;3
75.13.69;3
902813;3
314.090;3
137081;3
013499;3
BC259;3
AA805R;3
010002668;3
010002667;3
010002666;3
010002634;3
01.06510.100;3
03.226.002;3
BC267W;3
27005BA;3
A0310074;3
01.06610.007;3
01.06610.008;3
182.282.25;3
01.06610.009;3
01.06620.001;3
15821;3
01.06620.002;3
6400-099-000;3
6400-9;3
311.01;3
03.010.060;3
BC281R;3
394.460;3
394.450;3
394.440;3
03.010.061;3
394.430;3
394.420;3
3.30.005;3
394.400;3
3.30.100;3
3.30.101;3
01.06620.003;3
06.140.01;3
03.010.063;3
01.06610.006;3
01.06610.005;3
03.110.002;3
1320-0125;3
1320-0191;3
1320-0190;3
1320-0180;3
FR118R;3
75.25.36;3
27026 A;3
1320-0150;3
FL656R;3
1320-0140;3
01.06610.001;3
03.111.013;3
1320-0130;3
01.06610.002;3
05AM00066;3
1320-0111;3
1320-0100;3
1320-0070;3
01.06610.003;3
013661;3
01.06610.004;3
03.110.023;3
1320-0065;3
FL666R;3
1320-0032;3
1320-0031;3
1320-0011;3
311.420;3
1806-0370;3
1806-0365;3
010002716;3
AD 511-17;3
398.83;3
0225-8175;3
AD 531-17;3
0225-8180;3
0226-3000;3
312.220;3
398.95;3
398.950;3
313.252;3
18.693.15;3
BB075R;3
75.00.36;3
FX17E;3
75.00.21;3
75.01.38;3
313.304;3
1801/1;3
BB046R;3
03.130.020;3
CB-1;3
967.01;3
05-509;3
FK359R;3
010901;3
010900;3
FK358R;3
0225-8170;3
FK670R;3
011022;3
0225-8155;3
0225-8145;3
0225-8150;3
0225-8140;3
0225-8135;3
0225-8130;3
0225-8125;3
4100-062-000;3
0225-8120;3
4100-110-000;3
0225-8115;3
4100-125-000;3
398.80;3
WI-75 E/KM;3
4100-400-000;3
0225-8160;3
4100-132-000;3
15-061-12;3
0225-6105;3
0225-6100;3
FK634R;3
0225-6095;3
0225-6090;3
0225-6085;3
0225-6080;3
0225-8165;3
FK631R;3
75.09.62;3
1407-4006;3
75.09.64;3
311.689;3
04113;3
010002728;3
1806-0233/2;3
14.111.13;3
010002726;3
012201;3
010002724;3
314.038;3
010002723;3
399.400;3
CEV649-5B;3
1806-0271;3
010002720;3
1806-0233/1;3
FL108R;3
399.505;3
010002719;3
99-IH90405;3
03.133.080;3
1806-0325;3
03.133.081;3
010002718;3
010002717;3
311.431;3
75.11.30;3
FK171R;3
010002736;3
27050 L;3
399.071;3
010002749;3
312.080;3
FK356R;3
1806-0020;3
1806-0022;3
399.082;3
1806-0041;3
511.773;3
1806-0050;3
FL044R;3
396.395;3
010002750;3
27068 D;3
FL066R;3
010002745;3
399.091;3
010002748;3
1806-0099;3
1806-0125;3
1806-0130;3
313.916;3
1806-0150;3
312.020;3
1806-0170;3
1806-0185;3
012051;3
75009338;3
03.226.000;3
159023;3
06.21.12;3
03.010.429;3
03.503.036;3
010002454;3
316.510;3
03.503.038;3
03.503.039;3
010002452;3
010002450;3
310.670;3
03.010.428;3
310.290;3
52.02.4001;3
03.503.035;3
03.503.045;3
010002448;3
03.019.028;3
03.503.071;3
03.503.072;3
010002446;3
010001;3
03.503.079;3
233-050-064;3
03.019.025;3
7252;3
03.503.034;3
03.503.120;3
310.971;3
75.80.15;3
010002488;3
TA004634;3
310.141;3
010002487;3
16.561.18;3
010002484;3
010002483;3
010002482;3
5100-4;3
010002464;3
010002456;3
T7GBPK2640180BW-Z;3
2312.00;3
310.932;3
231200101;3
010002462;3
010002460;3
231200106;3
310.230;3
294.550;3
010002458;3
321.160;3
03.019.024;3
010002490;3
PRO6040;3
PRO2030;3
310.534;3
26173BN;3
SZ1017;3
PRO6047;3
3222;3
PRO2038;3
391.963;3
LX156R;3
319.005;3
319.006;3
317.720;3
03.019.005;3
773C/2;3
BC557R;3
BC561R;3
391.884;3
PRO2043;3
391.883;3
391.882;3
391.880;3
391.850;3
PRO6100;3
317.680;3
03.019.023;3
03.503.248;3
675.504;3
H A9;3
03.019.020;3
E705R;3
321100;3
03.503.202;3
03.503.203;3
02.00024.023;3
03.503.244;3
03.503.246;3
68.000.102;3
7705.00;3
PRO6140;3
03.503.408;3
03.503.451;3
03.503.461;3
A4630064;3
310.480;3
E1;3
904808;3
317.160;3
PRO6132;3
010002489;3
310.221;3
710;3
FO451R;3
01.06620.005;3
010002612;3
010002533;3
513.140;3
01.06620.008;3
010002532;3
03.010.072;3
GB130R;3
COL-ASPI;3
00-2232-060-18;3
00-2232-060-01;3
75.75.67;3
01.00501.012;3
07-10175;3
03.010.101;3
A22001A;3
75100844;3
01.06620.006;3
310.990;3
010002621;3
513.035;3
010002631;3
FF724R;3
07-30350;3
A22251A;3
27578A;3
A22255A;3
B80390;3
010002630;3
0197;3
75.51.94;3
010002623;3
010002622;3
01.06620.007;3
3.30.299;3
FO532R;3
5018-6-180;3
010002531;3
5177;3
75100843;3
01.06620.004;3
5178;3
MC5057;3
62-23170;3
01.00501.015;3
010002528;3
03.010.065;3
010002632;3
3.30.536;3
03.010.064;3
010002527;3
03.010.110;3
3.30.102;3
51.34.0446;3
03.226.004;3
C14.001.12;3
010002491;3
010002633;3
N1;3
03.226.006;3
03.010.069;3
393.105;3
01.06620.009;3
01.00501.014;3
518.09;3
62-27015;3
3.30.524;3
311.006;3
010002530;3
03.010.070;3
010002529;3
03.010.107;3
31-302003;3
BD547;2
BD760;2
BD542R;2
32-486120;2
32-486125;2
54.02.1217;2
BH154;2
54.62.08;2
54.60.08;2
INS2751;2
54.52.08;2
32-486100;2
54.58.08;2
BD539;2
510.191;2
32-486805;2
544990T;2
54.42.08;2
54.44.08;2
54.46.08;2
8756412;2
8616;2
32-486802;2
8617;2
8618;2
54.48.08;2
BH167R;2
88-1088;2
32-486135;2
88-1050;2
54.54.08;2
54.56.08;2
32-486800;2
INS2781;2
INS2771;2
INS2761;2
BC168R;2
542018;2
32-486201;2
32-486510;2
873.00;2
I-P4868B;2
BD563R;2
BD579R;2
BC111R;2
BD660R;2
I-P4868C;2
8756490;2
8756480;2
BF058R;2
HT-0915;2
8703.524;2
8756416;2
BF431R;2
BD557;2
BF431;2
BC027R;2
BF306R;2
32-486515;2
BF122;2
32-467619;2
87.02.25;2
GR14347;2
32-486502;2
I17148;2
BF112R;2
8756414;2
543;2
BD562;2
540006;2
BF464R;2
540003;2
BH145R;2
BC009R;2
32-486209;2
32-486210;2
5101-90012;2
32-486252;2
BH141;2
32-486253;2
BH139;2
32-486255;2
BH135R;2
GR6437;2
BH120R;2
8654.422;2
BD559;2
54.02.1216;2
54.02.1215;2
32-486259;2
BC011R;2
5400-34;2
BD560;2
BC015R;2
BH110;2
BH105R;2
BD561;2
BH105;2
BH023R;2
BD537R;2
H02 S2220;2
HD-D;2
32-483126;2
32-483128;2
04.503.071;2
518.01;2
32-483130;2
5179;2
5236.00;2
BC606;2
32-483132;2
5175;2
32-483133;2
5160026-001;2
32-483134;2
32-483420;2
32-483422;2
32-483424;2
5180;2
32-483124;2
32-483426;2
5182;2
32-483110;2
519.170;2
32-483112;2
BC605;2
32-483113;2
5234.00;2
519.100;2
5235.00;2
5188;2
5187;2
32-483114;2
5185;2
5184;2
32-483120;2
32-483122;2
5150317-005;2
5150294-004;2
32-483108;2
32-483462;2
525000;2
32-483466;2
32-483468;2
525003;2
5253.00;2
9-732;2
BC648R;2
BC654R;2
BC815R;2
BC935R;2
BC284W;2
H30001;2
52N;2
897.00;2
H36 002;2
32-483464;2
04.503.028;2
04.503.065;2
5244.00.4;2
5150294-001;2
5150255-004;2
5150055-010;2
32-483428;2
5150055-004;2
9-841;2
04.503.063;2
32-483440;2
32-483442;2
32-483444;2
32-483446;2
32-483448;2
514;2
32-483460;2
04.503.062;2
519.190;2
BC603R;2
BD537;2
H02 S2322;2
H01 015;2
H01 010;2
H01 006;2
H0010050099;2
BC547R;2
H-5005;2
BC544R;2
BC523R;2
H02 S2360;2
H02 S2361;2
H02 S2362;2
9009-211;2
H02 S2363;2
9009-24;2
52.35.11;2
H01 029;2
H02 S2321;2
52.35.07;2
H01 033;2
H02 S2222;2
H02 S2280;2
H02 S2281;2
H02 S2282;2
52.82.11;2
H02 S2283;2
900105;2
H02 S2320;2
900106;2
H02 001;2
52.81.14;2
H01 068;2
H01 067;2
H01 066;2
BC554R;2
52.35.09;2
52.35.05;2
H030460;2
52.02.4000;2
H030446;2
H030448;2
H030450;2
5194;2
5192;2
5190;2
04.503.104.01C;2
H030454;2
BC287R;2
32-483100;2
32-483102;2
H030456;2
H030458;2
32-483104;2
32-483106;2
5195-0-010;2
H03004;2
52.35.03;2
H03003;2
52.30.10;2
BC572R;2
900-3015;2
BC575R;2
900-1661;2
52.30.08;2
52.30.07;2
BC324R;2
52.30.05;2
901010;2
52.11.12;2
52092;2
H03 0452;2
521011;2
H03 200212;2
BD023R;2
H38 020;2
H38 022;2
BC253W;2
BC253;2
BC252;2
BC251R;2
BC250R;2
214603;2
214604;2
511.777;2
H76004;2
H76005;2
H76006;2
BC242R;2
BC211R;2
511.761;2
BC210R;2
511.750;2
H02 S2221;2
H76 023;2
511.701;2
8801-02;2
2143;2
32-484722;2
32-484724;2
BD238R;2
51110-15;2
32-484726;2
32-484728;2
BC257R;2
H72 024;2
H72 025;2
H72 026;2
H72 330;2
8802-04;2
8802-03;2
214602;2
511.730;2
H76009;2
8954.6808;2
51012;2
32-485505;2
215200FX;2
32-485506;2
32-485511;2
BD321R;2
BD49;2
32-485521;2
BC173R;2
BD50;2
BD51;2
32-485550;2
32-486000;2
BD510R;2
88-2400;2
BD52;2
535000;2
214711;2
H76010;2
32-485504;2
32-485025;2
32-485030;2
H76019;2
H76022;2
214617;2
32-485050;2
511.11;2
32-485051;2
32-485052;2
BC177R;2
BD29;2
32-485501;2
32-485502;2
32-485503;2
214710;2
32-484720;2
534000;2
8834.02;2
32-483896;2
04.33.64;2
BC275R;2
BC273R;2
BC273;2
BC271WB;2
H46 114;2
H46 115;2
04.33.18;2
H46 116;2
H46 118;2
H46 120;2
53 R 1;2
BC271W;2
BD030R;2
BC271;2
32-483900;2
04.340.08;2
BD238;2
H46 113;2
BD027R;2
8952.6008;2
513.005;2
04.509.010.02;2
BC284R;2
BC284;2
H46 109;2
H46 110;2
BC279W;2
BC279R;2
H46 111;2
04.500.25;2
BC277R;2
H46 112;2
BC277;2
BD031R;2
BD047R;2
BD050R;2
BD051R;2
532.021;2
532.022;2
BC257W;2
32-484700;2
532.104;2
532.132;2
89;2
32-484702;2
32-484704;2
51140-18;2
H72 004;2
32-484706;2
32-484708;2
BD236R;2
32-484710;2
89-6109;2
89-6828;2
89-6845;2
BC267R;2
BD052R;2
BD053R;2
530-122;2
BD151R;2
BD154R;2
2140;2
214113;2
BD166;2
BC265;2
BC263W;2
BC261W;2
BC261R;2
214123;2
BD160R;2
BT88;2
BN913R;2
8615;2
MAJ-901;2
62-51723;2
03.401.054;2
314.750;2
03.401.041;2
03.401.040;2
MA 320-00;2
03.400.24;2
314.676;2
03.400.112;2
03.400.102;2
MAJ-902;2
MCO 981;2
MAJ-905;2
62.19.65;2
314.667;2
MB454R;2
62.31.12;2
224200;2
03.231.013;2
224201;2
62.35.12;2
224202;2
3142;2
315.190;2
315.280;2
62-27007;2
62-12555;2
3155;2
62-17232;2
62-17333;2
62-17335;2
M19.067.00;2
3151;2
03.50.17;2
62-20125;2
62-20290;2
03.419.26;2
76.45.22;2
03.406.20;2
M2017;2
76.15.11;2
M2022;2
315.480;2
M2051A;2
M2067A;2
62-23333;2
62-23335;2
75102213;2
75102208;2
75102207;2
224207;2
6203-210-000;2
224209;2
75100394;2
75100390;2
MCL 19;2
MCL 19B;2
75100388;2
75100382;2
314.468;2
314.466;2
314.448;2
314.447;2
314.442;2
314.411;2
MCL17;2
MCL19;2
03.211.004;2
314.320;2
MCL29;2
03.183.20;2
75018973;2
224208;2
MCEN54P;2
75102205;2
6203-135-000;2
75102204;2
75102203;2
75102202;2
75100858;2
75100857;2
75100856;2
75100852;2
75100851;2
75100850;2
62021;2
75100849;2
75100846;2
6203-110-000;2
75100845;2
6203-131-000;2
6203-132-000;2
224203;2
224204;2
MCEN54;2
224205;2
224206;2
62-12335;2
M15.809.91;2
316.410;2
03.605.002;2
03.605.000;2
C10041;2
6126-120-000;2
319.292;2
319.291;2
C10042;2
C10044;2
319.240;2
03.511.244;2
03.511.004;2
03.51.17;2
319.05;2
03.509.002;2
C10445;2
LUXM9000L;2
319.004;2
319.003;2
LX157R;2
3181;2
7712-50-60;2
7712-35-02;2
03.605.001;2
03.605.003;2
GR13359;2
03.605.004;2
78.28.51;2
BV85;2
BV997R;2
BV999R;2
2232-06;2
2232-08-01;2
2232-11;2
03.605.527;2
03.605.526;2
319.97;2
319.53;2
C10010;2
319.460;2
C10015;2
319.391;2
03.605.012;2
03.605.011;2
C10020;2
03.605.008;2
03.605.007;2
03.605.006;2
7712-35-01;2
3178;2
62-12170;2
M1006011;2
M1006200;2
M1006203;2
M1006211;2
M1006300;2
316.520;2
03.503.056;2
03.503.047;2
M1007000;2
03.503.044;2
M1007100;2
03.503.036.3;2
03.503.033;2
03.503.017;2
316.500;2
316.453;2
316.452;2
316.451;2
M118;2
M14.116.30;2
M14.605.13;2
C12.110.37;2
M1006109;2
M1006010;2
317.820;2
M1006009;2
317.780;2
317.760;2
LX203R;2
317.740;2
317.660;2
317.220;2
317.180;2
03.503.478;2
03.503.477;2
03.503.476;2
317.140;2
317-01-06;2
03.503.264;2
M03770;2
M100 8210;2
M1005107;2
M1005108;2
M1005109;2
M1005110;2
M1006000;2
M1006002;2
03.173.20;2
314.230;2
8614;2
03.037.116;2
6400-015-000;2
6400-034-000;2
6400-037-000;2
311.023;2
GR12883;2
311.007;2
3105;2
03.06.14;2
3101;2
310.99;2
03.037.114;2
C6350;2
03.037.113;2
03.037.036;2
03.037.032;2
03.037.031;2
03.037.030;2
03.037.029;2
03.037.028;2
03.037.027;2
03.037.026;2
03.037.025;2
64.160.18;2
GR12905;2
03.110.000;2
03.110.024;2
GR12928;2
GR12923;2
64-4160/06;2
03.111.039;2
64-4160/13;2
311.260;2
64-4160/32;2
311.190;2
03.111.024;2
03.111.023;2
03.111.022;2
03.111.021;2
03.111.020;2
03.111.019;2
03.111.018;2
03.111.017;2
03.111.016;2
03.111.015;2
03.111.014;2
64-4165;2
03.111.004;2
03.037.024;2
03.037.023;2
03.037.022;2
03.019.029;2
03.019.026;2
MT-2201;2
03.019.021;2
03.019.019;2
03.019.018;2
03.019.017.01;2
03.019.016;2
03.019.015;2
03.019.014;2
03.019.013;2
03.019.012;2
03.019.011;2
03.019.010;2
03.019.009;2
03.019.008;2
03.019.007;2
03.019.006;2
03.019.004;2
03.019.003;2
03.019.001;2
03.010.523;2
03.019.027;2
310.78;2
03.037.021;2
03.019.038;2
03.037.020;2
03.037.019;2
03.037.018;2
03.037.017;2
03.037.016;2
03.037.015;2
03.037.011;2
03.037.010;2
03.037.008;2
750042M;2
03.037.006;2
03.037.002;2
03.037.001;2
03.037.000;2
310.96;2
CL866;2
310.882;2
310.880;2
CLO041;2
03.025.040;2
MS-3200;2
311.421;2
311.44;2
MIC217;2
314.01;2
628001;2
MD R 04/09;2
313.970;2
313.843;2
03.130.325;2
03.130.320;2
03.130.312;2
03.130.302;2
03.130.297;2
03.130.296;2
03.130.295;2
03.130.293;2
03.130.291;2
03.130.280;2
313.805;2
03.130.261;2
03.130.260;2
MD-11536;2
03.130.250;2
03.130.225;2
03.130.220;2
75009340;2
MD 30083-23;2
03.130.212;2
03.133.001;2
6220290;2
6227007;2
226777000;2
314.119;2
314.092;2
03.1601.50;2
314.080;2
03.1409.44;2
03.1409.42;2
314.041;2
03.133.202;2
03.133.201;2
03.133.200;2
03.133.175;2
03.133.150;2
314.040;2
03.133.007;2
03.133.006;2
03.133.005;2
03.133.003;2
03.133.002;2
03.130.215;2
03.130.202;2
311.45;2
229005;2
229037;2
229102;2
2292;2
229202;2
229301;2
312.133;2
312.090;2
CEV10395R;2
312.050;2
ME.SUP2;2
CEV103A;2
MF272RST;2
312.010;2
CEV560;2
GR13000;2
CEV565;2
CEV625D;2
CEV641-1;2
CEV649-10B;2
311.720;2
311.660;2
229027;2
229004;2
03.130.130;2
229003;2
03.130.010;2
CC 3.0;2
03.130.005;2
03.127.016;2
313.302;2
62N;2
CC NP;2
CC RP;2
CC WP;2
63.5610.000;2
228739000;2
312.694;2
312.670;2
312.648;2
312.44;2
312.300;2
229 201/1;2
312.26;2
312.200;2
632207;2
229002;2
61.503.830;2
03.609.008;2
03.609.010;2
JS210709-10;2
JG523R;2
JG525R;2
574777410;2
574777420;2
574777430;2
574777440;2
574777441;2
574777442;2
574777443;2
574777444;2
JS210709-11;2
03.609.012;2
JS210709-12;2
JS210709-13;2
JS210709-14;2
JS210709-15;2
JS210709-16;2
JS210709-17;2
JS210709-18;2
JS210709-19;2
574999000;2
JS210709-20;2
03906;2
JFS-3;2
8302.09;2
8302.101;2
8383.813;2
8383.141;2
J758200;2
GR13975;2
BM078R;2
BM096R;2
BM11;2
04-340-13;2
04-340-08;2
BM12;2
2209;2
57.60.03;2
221100;2
BM13;2
JF-3;2
04-11001-00;2
04-103-12;2
JF-5;2
8303.09;2
8302.15;2
8302.11;2
574999010;2
JS210709-22;2
574999020;2
5785-79;2
BM35;2
58.02.4008;2
58.02.4030;2
BM37;2
BM42;2
BM65;2
BM66;2
BM67;2
BM78;2
BM90;2
5838;2
8216-18;2
586030;2
BN003R;2
588/3;2
8211.29;2
